sentence-index,sentence,text-index
162,"First, the 1981 Census of Population was not made available for grid squares and, second, our estimates were produced using a 1984 satellite image and 1981 Census ward data.",7
163,There are two indirect ways of validating these estimates.,7
164,"First, they can be compared with the actual distribution of population as reported on a grid square basis by the 1971 Census of Population (Fig. 5.11).",7
165,Figures 5.12–5.14 show the differences between the actual population for 1971 and the predicted population for 1984.,7
166,Table 5.4 provides a summary of the overall fit in the form of the root mean squares (RMS) of the differences for each map.,7
167,All point to precisely the same problems as were identified when evaluating the  original model fits.,7
168,The average ward population is 9488 (Table 5.1) and so the RMS errors are comparatively small (the range of RMS errors is from 815.13 for the Shotgun ordinary least squares (OLS) to 1035.29 for the Simple Poisson).,7
169,There is little difference in the values obtained using OLS    and Poisson regression and the Simple models produce only slightly higher errors.,7
170,Figure 5.12 shows the differences given using the Shotgun model which has the lowest RMS value.,7
171,"Throughout most of the area, the differences are 1000.",7
172,"In fact, only 30 (or 5.3 ) grid squares have absolute differences greater than this.",7
173,"Unfortunately, some urban squares in Leicester and Loughborough have large individual differences which have a total range from -4466 to +6976.",7
174,"Thirteen years, between the 1971 Census and the 1984 image used, is a long time and has encompassed considerable population change in both magnitude and distribution.",7
175,The general tendency of this model to overestimate central city population and underestimate around the urban fringe is consistent with the known pattern of change.,7
176,"Figure 5.13 shows the same data for the Focused model which, although it has much the same proportion of grid squares with differences 1000 people, now gives a total range from -4799 to +8339.",7
177,"Even Fig. 14, for the Simple model, has only 6.5 of squares with absolute differences greater than 1000 but, as might be expected, the range is now from -3506 to +11 204.",7
178,A second indirect way of validating the regressions is to produce models relating population to 1981 land cover calibrated using the 1971 populations.,7
179,"If the general approach is fairly robust, it ought to be that the relationship between population and land cover is fairly stable, we would expect the model coefficients to be similar to those obtained from the ward data.",7
180,"Table 5.5 presents these coefficients, estimated using ordinary least squares, for exactly equivalent models to those reported in section 5.6.",7
181,It can be seen that in every case the two sets of coefficients have the same sign and general magnitude.,7
182,"However, even allowing for the fact that the population and satellite data were collected 13 years apart, the differences are greater than we would have liked.",7
183,Conclusions and further work,7
184,We regard these results as encouraging.,7
185,They suggest that it is possible to use satellite remotely sensed data to help inform population mapping by allowing cross-area estimation and some element of areal disaggregation.,7
186,"the remotely sensed data add a great deal of information to these processes this is hardly surprising, but this general approach is relatively easy to carry out in a GIS environment.",7
187,We are currently extending this work in three ways.,7
188,"We are applying this technique in another part of the East Midlands, as a further test of the utility of this approach.",7
189,"We are working on other methods of classifying images, including textural classifiers, to improve the statistical modelling.",7
190,"Finally, we are trying to obtain independent 1 km grid square estimates for the 1981 population.",7
191,Error propagation: a Monte Carlo simulation,7
192,"Stan Openshaw, Martin Charlton and Steve Carver",7
193,Introduction,7
194,The absence of facilities within GIS software for handling the effects of input data uncertainty and possible error propagation by GIS operations creates a question mark over the safe utilization of many aspects of the technology.,7
195,"The problem arises because it is thought that the positional errors and attribute uncertainties which are characteristic of all spatial databases, may be propagated and amplified by GIS operations and thus adversely affect some or all applications.",7
196,These input data uncertainties are attributable to a number of sources ranging from errors in the original cartographic map documents through to the effects of the GIS operations themselves.,7
197,"Specific types of error in digital map data include: locational uncertainty, measurement errors in digitization, map-scale-dependent accuracy and resolution, and classification and generalization error in both categorical and remotely sensed map data.",7
198,For thematic maps the principle cause of error is the original map document and its conversion to digital form.,7
199,For remotely sensed data error depends on the accuracy of the sensing device and the pixel classification technology used in image processing.,7
200,There is nothing new about the existence of map-related errors.,7
201,Error and uncertainty have always been a feature of cartographic information.,7
202,"Previously, however, the worst effects were largely avoided by a combination of the expertise of the cartographer, who knew about the inherent generalization implicit in analogue maps, while the difficulty of manipulating maps by manual means precluded most forms of analysis likely to be sensitive to the effects of error.",7
203,The advent of GIS has significantly changed all this.,7
204,The ease of use and flexibility of GIS allow the user to perform operations on map data that were previously impossible on a large scale.,7
205,"The typical end-user of GIS output will probably care or know little about the cartographic and uncertainty characteristics of the map data being used, while the GIS itself  has no procedures for handling the varying accuracy and reliability of the digital map data being processed.",7
206,"A GIS gives the user complete freedom to combine, overlay and analyse data from many different sources, regardless of scale, accuracy, resolution and quality of the original map documents and without any regard for the accuracy characteristics of the data themselves.",7
207,"The mixing of geographical information from different map scales and sources is a key aspect of GIS functionality, but it does raise the question what effects the combination of different levels of data uncertainty has on both the output maps and on the data derived from spatial query and analysis.",7
208,"It must be recognized that there are many good reasons for wishing to combine data in these ways, but a major problem arises because GIS packages fail to offer any means of keeping track of the effects of error propagation and how it affects the results.",7
209,"Despite research into some aspects of the error propagation issue in spatial data processing (e.g. Blakemore 1984; Chrisman 1984; Drummond 1987; Goodchild and Dubuc 1987; Walsh 1987), Burrough (1986:103) correctly points out that ‘It is remarkable that there have been so few studies on the whole problem of residual variation and how errors arise, or are created and propagated in geographical information processing, and what the effects of these errors might be on the results of studies made.’",7
210,This neglect is widely perceived to be a major unresolved problem.,7
211,"Such is its importance that the National Center for Geographic Information and Analysis (NCGIA) in the USA, has placed this issue first in its list of research priorities (NCGIA 1989).",7
212,This chapter is concerned with developing methods able to provide estimates of the confidence regions around GIS map-based outputs by taking into account certain selected sources of uncertainty affecting spatial databases.,7
213,A Monte Carlo simulation-based approach is used as a general means of estimating the effects of input data uncertainty on the map outputs after an arbitrary sequence of GIS operations.,7
214,The objective is to identify and handle the effects of data uncertainty in a GIS by defining uncertainty envelopes to create ‘credibility regions’ around the results.,7
215,This is considered to be the minimum needed to allow a GIS to function in a mixed data environment.,7
216,Sources of error in GIS,7
217,"Error and uncertainty are common features of cartographic information, so it is hardly surprising that these aspects are also present in digital versions of analogue maps.",7
218,"It follows, therefore, that no map-related spatial data exist which are wholly error-free.",7
219,There are many different causes of uncertainty and those which are explicitly GIS-based manipulations of geographic information are merely a more recent problem.,7
220,"However, it is also obvious that the power of GIS has the potential dramatically to increase both the magnitude and importance of errors in spatial databases.",7
221,Burrough (1986) identifies three main groups of factors that govern the errors which may be associated with spatial data processing.,7
222,These are:,7
223,1.,7
224,"Obvious sources of error;,",7
225,2.,7
226,Errors resulting from natural variations or from ordinal measurements; and,7
227,3.,7
228,Errors arising through processing.,7
229,"Group 1 errors include such sources of age as the data, areal coverage, map scale and density of observations.",7
230,"Group 2 errors include positional accuracy, attribute uncertainty, and generalization arising from data classification and spatial variations in map quality.",7
231,"Group 3 errors include those arising through the processing of geographical data, numerical computing errors, faulty topological analyses and errors in interpolation.",7
232,"The three groups represent errors of increasing complexity and difficulty of handling, those in groups 2 and 3 require intimate knowledge of the data, their structure and the algorithms used and some means of converting this knowledge into quantitative measures of impact.",7
233,It is useful to start by examining some of these sources of error.,7
234,Digitizing error,7
235,Despite the availability of hardware for the automated conversion of geographic data from paper maps to digital form (e.g. optical scanners) much data input to GIS is still done by hand using a digitizing table.,7
236,"As a result of human and other complicating factors involved, a high level of error is often present in digital map data.",7
237,Manual digitizing is consequently recognized as a significant source of map error in GIS (Otawa 1987; Keefer 1988).,7
238,"However, error introduced into digital map databases through the digitizing process is often ignored because the characteristics of digitizing error have not been fully defined and because no practical means of handling input data uncertainty exist within proprietary GIS software.",7
239,Sources of error in the digitizing process can be broken down into two main streams: source map error and operational error.,7
240,"Source map error includes the accumulated error of the map being digitized, while operational error includes those errors propagated during the digitizing process itself.",7
241,"In looking at the first of these it must be recognized that no map, however detailed or carefully compiled, can perfectly represent the ‘ground truth’, while in the second instance, the digitizing process merely serves to compound the errors present in the original map (Poiker 1982; Blakemore 1984).",7
242,"Going back to the source map, the level of detail and accuracy depends very much on the map scale.",7
243,Large-scale maps can be topologically very detailed and have complex legends while smaller-scale maps are more generalized.,7
244,This scale-related generalization gives rise to both locational errors and attribute uncertainty.,7
245,Consider line thickness on paper maps.,7
246,"All lines on maps, depicting features roads, contours and boundaries, are drawn to be easily visible to the user.",7
247,The thickness of some lines are even emphasized to accentuate their importance (e.g. major roads).,7
248,This can be misleading (e.g. a road shown as a line 1 mm thick on a 1: 50000 scale map implies a width of 50 m on the ground — an obvious exaggeration) and as a result leads to difficulties in the digitizing process.,7
249,Common sense suggests that the true course of a line on a map is along its mid-point.,7
250,"However, as the operator traces a line extra errors arise because it is impossible to follow the centre of the line exactly and some displacement of the cursor on either side of the line is inevitable.",7
251,Burrough (1986) suggests that the area of the map covered by lines can be assumed to be an area of uncertainty.,7
252,"In one example he states that a 1: 25 000 scale soil map measuring 400 by 600 mm may have as much as 24 000 mm of drawn lines, covering 24 000 mm&sup2; or 10 of the total map area.",7
253,Blakemore (1984) attempts to estimate the uncertainty caused by cartographic line thickness and associated digitizer error by adapting an idea forwarded originally by Perkal (1966).,7
254,Perkal defined a distance (’ epsilon’) about a cartographic line as a means of objective generalization.,7
255,"Blakemore inverted the concept, suggesting that it can be used to indicate an error band about a digitized line.",7
256,This can be applied to polygon overlay operations to ascribe descriptive levels of certainty to the resulting map.,7
257,A point-in-polygon problem was used as an example which results in five classes of answer the position of the point the digitized boundary and the ‘epsilon’ distance (Fig. 6.1).,7
258,Empirical investigation using UK Department of Industry 1 km square data overlaid on polygon boundaries of north-west England employment office areas revealed that only 60 of the points in the industry database could be positively assigned to an employment office area by being within a polygon and the boundary by a distance greater than epsilon.,7
259,The accuracy of a digital representation of a line depends not only on the ability of the person using the digitizer to follow the centre of the line on the map exactly but also on the number of points they input to describe the shape of the line (Aldred 1972).,7
260,"Converting a line on a map into a series of ,coordinates involves a sampling process.",7
261,The number of sample points required accurately to copy a straight line is much less (2) than that required for a curve or complex line feature (>>2).,7
262,The relative error associated with digitizing straight lines (e.g. power lines) is considerably less than that associated with digitizing line features made up of complex curves (e.g. coastlines).,7
263,"Although a number of methods are available for sampling only those vertices which describe the basic shape of the line (e.g. Douglas and Peucker 1973), the difference between digitizing straight lines and complex curves suggests that Blakemore's use of distance ‘epsilon’ is an over-simplification of reality.",7
264,This could be improved by more detailed consideration of the processes of error propagation inherent in digitizing procedures.,7
265,Several empirical studies have examined digitizing error by comparing digital data to their source maps (Traylor 1979; Otawa 1987; Keefer 1988).,7
266,From such studies appropriate models of digitizer error could be formulated.,7
267,Errors in digital overlay analysis,7
268,Much of the functionality of GIS lies with their ability to overlay one or more digital maps for the purposes of Boolean or network analyses.,7
269,"This kind of map analysis used to be done manually (before the advent of practical GIS) by overlaying transparent map sheets, establishing the required spatial relationships and drawing the new map on a clean top sheet with felt pens (McHarg 1969).",7
270,Digital cartography promised a more efficient and flexible way of doing this kind of work.,7
271,"However, making the step between simple paper overlays and digital overlay proved difficult.",7
272,Much research and development was carried out into this problem during the 1970s (e.g. McAlpine and Cook 1971; Goodchild 1978).,7
273,"Results from this work have, however, created more questions about data quality and error propagation.",7
274,"These questions need to be answered, , before GIS can realize their full potential.",7
275,McAlpine and Cook (1971) experimented with the polygon overlay problem by overlaying different sized hexagons over a hexagonal grid with random orientation and displacement.,7
276,"Their results showed a surprisingly large proportion of small, ‘sliver’ polygons on the output maps.",7
277,"When applied to a case study, involving the overlay of three maps of Papua New Guinea containing 7, 42 and 101 polygons respectively, the output map was comprised of 304 polygons, of which those 3.8 km&sup2;; amounted to 38 of the total area.",7
278,McAlpine and Cook evaluated these results by classifying the derived polygons by size and boundary complexity.,7
279,A 10 random sample of derived polygons was evaluated to determine the measure of agreement between the initial and derived descriptions.,7
280,It  was found that approximately 30 of the map area was made up of polygons which did not agree with the initial map descriptions.,7
281,Goodchild (1978) suggests that the number of derived polygons is more a function of boundary complexity than the actual number of polygons.,7
282,When the boundaries of overlaid polygon networks are highly correlated (e.g. certain types of administrative areas) serious problems are created through the introduction of large numbers of ‘spurious’ sliver polygons.,7
283,"In the case of administrative boundaries, different units present in different maps often share a common boundary (e.g. a river or stretch of coastline).",7
284,"These common boundaries will have been digitized separated, and so will not, therefore, coincide exactly.",7
285,"Furthermore, the more accurately common boundaries are digitized in each map and the more coordinates are used, then the larger the number of spurious sliver polygons produced (Goodchild 1978).",7
286,"Elimination procedures are available in GIS software to remove sliver polygons on the basis of minimum area (e.g. ARC/INFO, ESRI 1987).",7
287,"It is likely, however, that the resulting common boundary will be moved from its true position by the elimination procedure, thereby introducing further uncertainty into the output map.",7
288,An attempt to estimate the cumulative effect of thematic map errors in digital overlay analysis has been made by Newcomer and Szajgin (1984).,7
289,"Using conditional probability theory they suggest that the accuracy of maps resulting from overlay analysis is determined by the number of map layers, their accuracy and the coincidence of errors at the same position in several map layers.",7
290,As a result the accuracy of a composite map from overlay analysis is generally less than the accuracy of the least accurate map layer used (Newcomer and Szajgin 1984).,7
291,Newcomer and Szajgin go on to define the lower and upper bounds of accuracy in the output map.,7
292,"The upper bound is equal to the accuracy of the least accurate map layer (when all errors in other layers are coincident in their location), while the lower bound results when the errors in each map layer occur at unique locations.",7
293,Other researchers have compared spatial databases with ground truth observations.,7
294,", Walsh (1987) made an assessment of the error inherent in Landsat data, digital terrain models (DTMs) and digital thematic soil maps by comparing the data from these sources with information collected in the field.",7
295,They found that the error ranged from 43 for the soil maps to 83 for the DTMs.,7
296,Using the techniques described by Newcomer and Szajgin (1984) Walsh (1987) found that the combination of inherent and operational error ranged from 71 (upper bound) to 83 (lower bound).,7
297,The problem is knowing what these results mean in the context of a particular application.,7
298,Errors associated with vector to raster conversion,7
299,There are generally recognized to be two major sources of error when converting vector maps (either paper or digital) into gridded or raster  format.,7
300,These are coding errors and topological mismatch errors.,7
301,"The first, and probably most obvious, source of error is associated with the problem of coding those grid cells which contain parts of several different vector polygons each in similar proportions.",7
302,How should the grid cell be coded?,7
303,This problem arises because each grid cell can only have a single attribute value and because the chosen grid dimensions are too large to resolve the spatial detail required.,7
304,"One answer is to use a finer grid to achieve finer detail (Walsh 1987), but this causes a corresponding increase in the size of the raster database.",7
305,The second source of error is the problem of topological mismatch when a polygon map is represented by a grid.,7
306,"Again this can be reduced by using a finer grid, but problems with the increased amount of data storage required still occur.",7
307,Methodological outline,7
308,In conclusion to their paper Walsh (1987) state that ‘additional research in inherent and operational error assessment is warranted.,7
309,"Research in methods for cartographic display of errors, and the setting of statistical confidence limits of databases, are particularly required’(Walsh 1987; 1429).",7
310,Expanding on this it is possible to identify five major tasks in the study of error propagation within GIS.,7
311,These are:,7
312,1.,7
313,The development of mathematical models to represent the uncertainty characteristics of digital map databases;,7
314,2.,7
315,The development of procedures for estimating the effects of input data uncertainties and their propagation through GIS;,7
316,3.,7
317,The application of these models and techniques to a representative range of case studies to derive empirical estimations of likely error levels in GIS output;,7
318,4.,7
319,The development of techniques to utilize output data uncertainty estimates; and,7
320,5.,7
321,The incorporation of the technology as standard GIS tools.,7
322,Task 1 is of critical importance.,7
323,A means of modelling the distribution of errors is needed.,7
324,One way of meeting this need is to take some commonly used map data sources (both analogue and digital) and perform numerical experiments on them to investigate the effects of scale and map resolution on data accuracy.,7
325,In doing so there are a number of important areas to consider: mathematical modelling of the distribution of positional errors in digital maps derived from source maps of different scales; the level and distribution of error which characterize digital map data; and the types of probability models which best represent these errors.,7
326,"The long-term aim of this research should be to obtain a reasonable representation of the various errors that exist, although practical considerations would limit the scope and complexity of the representations used.",7
327,"It should be possible to  obtain reasonable error models relating to positional accuracy, classification errors, attribute uncertainty and normal sampling aspects of spatial data.",7
328,Such an approach conforms to Chrisman's concept of a total error model as a decomposable set of stochastic processes which operate simultaneously.,7
329,As more components of the total error model become available as a result of research then they could be adopted.,7
330,"As a result, any error-handling and estimation procedures should be sufficiently general as to be able to incorporate any new error model that may emerge at a later date.",7
331,Task 2 may be solved by using a Monte Carlo approach.,7
332,The generality and flexibility of such a procedure are a very attractive feature of the technology.,7
333,"Here, a Monte Carlo based simulation procedure for estimating the impact of error in GIS is proposed and developed.",7
334,The concept is simple and universal in its applicability.,7
335,"It does, however, present a number of operational difficulties that require basic research before it can be widely used.",7
336,The procedure is to simulate the effects of input data uncertainty by a Monte Carlo approach that is often used in statistics to perform exact significance tests.,7
337,Each input data source is assumed to be characterized by an error model that represents reasonable estimates of the levels and nature of the data uncertainty thought to be present.,7
338,This allows the map data to be replaced by probability distributions of known form and parameters.,7
339,"A single simulation is made by generating random numbers from these probability distributions and adding them to the observed geographic coordinates (defining point, line or area features) with these random values.",7
340,This process is repeated for each source of data input.,7
341,The randomized input map data are then an arbitrary sequence of GIS operations.,7
342,The final output results are saved.,7
343,The entire process is repeated times (where may be 100).,7
344,Research is required to determine the appropriate value of .,7
345,"If the GIS output is merely numeric, then the distribution of results gives some indication of the effects of input data uncertainty.",7
346,"If the result is a map, then the total set of output maps can be used to draw confidence intervals or ‘credibility regions’ which can be overlaid on the deterministic results as a visual indication of the effects of data uncertainty.",7
347,", suppose a series of map overlays is being used to define suitable locations for a facility.",7
348,The certainty of the output map being correct can be estimated using Monte Carlo simulation.,7
349,In a vector GIS the set of different output maps would be rasterized and a count made of the frequency that each cell appears in the final map.,7
350,Those cells in locations which are little affected by the sensitivity analyses would accumulate high counts.,7
351,They could then be converted back into vector form as polygon data and superimposed on the deterministic results.,7
352,There is a useful analogy here with Monte Carlo significance testing which could be used to add a further degree of inferential screening to assessing the descriptive significance of the uncertainty bands in the context of a particular application.,7
353,This simulation procedure is totally independent of the error models used and the nature and sequence of the GIS operations employed.,7
354,"The GIS component can include all manner of map manipulation, evaluation and  statistical procedures.",7
355,"However, there are a number of basic research tasks that need to be resolved before this technique can be widely applied.",7
356,These include: defining suitable values for the number of simulations required in a GIS environment a statistical hypothesis-testing one; assessing the utility of kernel estimators as an approximation that may allow smaller numbers of simulations to be used; investigating the possibility of predicting the final output regions without performing large numbers of simulations; and investigating possible hardware solutions to speed up the simulation process.,7
357,The Monte Carlo simulation technique offers an effective means of identifying and demonstrating the effects of data uncertainty in a number of case studies drawn from the natural and social sciences.,7
358,This is important as a means of drawing end-user attention to the problems of error propagation.,7
359,The resulting ‘error audits’ would also provide a platform for illustrating to vendors the importance of installing error estimators in GIS software.,7
360,"A practical means of identifying approximate levels of output uncertainty also requires that some basic recommendations are made about how this variability can be retained, used and passed on to subsequent operations and applications using the data.",7
361,Some US research groups appear to be tackling part of this problem by tagging databases with error information.,7
362,Attention might be better focused on more technical questions how this error information may be used in GIS and spatial analysis.,7
363,", development of spatial retrieval techniques and nearest neighbour analyses which can operate with fuzzy data.",7
364,Other issues relate to investigating how this uncertainty information can best be presented to the user.,7
365,"Finally, the simulation approach and associated error models should be capable of being incorporated into standard GIS software.",7
366,The principal problem area concerns the additional amount of computation that may be necessary successfully to implement Monte Carlo based techniques.,7
367,"It is possible, however, that quick approximations could be devised that would reduce the work-load by a factor of 5, while improvements in hardware over the next few years may well absorb the rest.",7
368,Monte Carlo simulation methodology,7
369,Some preliminaries,7
370,"Although the methodology is of general applicability, it has been developed here using ARC/INFO running under the VMS operating system on a microVAX 2.",7
371,"Some of the terminology, therefore, relates to the ARC/INFO GIS software (see Table 6.1).",7
372,The basic sequence of operations,7
373,The nature of the simulation methodology is outlined in Fig. 6.2.,7
374,The simulation of input data uncertainty involves replacing the deterministic input data values by those from a probability distribution that reflects an appropriate error model.,7
375,The GIS operations are then performed and the results saved for evaluation.,7
376,The GIS software used in this case study is the widely used ARC/INFO package (ESRI 1987).,7
377,The methodology is operationalized in a macro which calls a separate program to perturb the input data without changing the topology.,7
378,"This is achieved by accessing the binary arc files directly from a FORTRAN program and then replacing the deterministic values by probabilistic ones, checking in the process that the implicit topology is retained.",7
379,There are a number of approaches to implementing the methodology in ARC/INFO.,7
380,The sequence of events is:,7
381,1.,7
382,"Perturb the arc data for the coverages, preserving polygon topology;",7
383,2.,7
384,Carry out the GIS operations on the perturbed coverage;,7
385,3.,7
386,Rasterize the results; Steps 1–3 are repeated 100 times.,7
387,4.,7
388,Calculate frequencies for each raster; and,7
389,5.,7
390,Map the results for a given probability level.,7
391,"Steps 1–3 are contained within the macro, written in the ARC/INFO macro-language, AML.",7
392,Step 1 is implemented in a separate macro.,7
393,Step 4 is implemented in a VAX DCL command procedure.,7
394,"The results are then   mapped on a micro, using a Postscript driver (Adobe Systems 1985) of the authors' own devising (step 5).",7
395,The first major problem is to access the arc data.,7
396,"In ARC/INFO, the binary arc/node topology information is kept in one subdirectory, while the tables which access these attributes are stored in another subdirectory.",7
397,"Initial attempts used the ARC UNGENERATE command to extract the binary data in ASCII character form for input to the FORTRAN perturbation program, followed by a GENERATE and BUILD to re-create the coverage.",7
398,"There are two disadvantages to this approach; first, it is enormously time consuming and second, the polygon topology of the input coverage is not preserved, so one cannot work back to the initial coverage attributes.",7
399,The easiest solution is to access the binary files directly.,7
400,All the information is then contained in only one file.,7
401,"The ARC/INFO programmer's guide (Aronson 1985) give some clues what to expect, but the actual file structure can only be determined by inspection.",7
402,"Fortunately, the VAX command DIR/FULL gives enough information to allow a FORTRAN program to be written which can read the data block by block, and then replace the arc coordinates by randomized values drawn from some appropriate probability distribution.",7
403,The complexity of the record structure provides extra problems for coding the perturbation program.,7
404,Integer and real data representations are mixed together in the logical records in the data.,7
405,"The trick is to recognize which are which, and deal with them accordingly.",7
406,"The header/trailer and topology information also be preserved exactly, and only the coordinate data perturbed.",7
407,"finally, the node information can be perturbed only once, which involves creating a node table into which the perturbed nodes are stored as they are read in, and from which they can be retrieved in later references to the same node.",7
408,The GIS overlay operations follow next.,7
409,"In this case, the operations are a series of overlays, designed to remove infeasible areas from the base coverage.",7
410,Lastly the polygon data in the output coverage are rasterized and the rasterized coverage stored.,7
411,Rasterization is used to provide an easy way of visualizing the uncertainty in the output results.,7
412,"The object of the final analysis is to create a data set which contains, for each raster, the number of times it is simulated to be inside the areas resulting from the sequence of GIS operations.",7
413,There are several ways of achieving this.,7
414,"The methodology used here is a three-stage operation; first, the binary raster files or single variable files (SVFs) are expanded into character form, compressed (Held 1983), and a row number added; second, the files area is sorted by the row number all records with the same row number are contiguous in the file; third, a count is made of all the rasters in each row which are simulated to be inside the required areas.",7
415,These frequencies can then be mapped to yield credibility regions corresponding to particular significance levels.,7
416,A case study,7
417,Searching for radwaste sites,7
418,Openshaw (1989) discuss the use of ARC/INFO to identify feasible sites for radwaste dumps.,7
419,The GIS operations constitute little more than a sequence of map overlays in the form of a Boolean search.,7
420,This process is re-examined here with particular attention to northern England to reduce the computational resources required.,7
421,"The object of the overlay exercise is to determine potentially feasible sites for the dumping of waste material from the nuclear industry, , low- and intermediate-level radioactive waste.",7
422,"This chapter is not itself concerned with the mechanics or politics of the matter, the example chosen is merely a convenient one for purposes of illustrating a very common GIS procedure.",7
423,For the dumping of such radioactive matter four criteria need to be considered:,7
424,1.,7
425,The waste dump must be on a site with a suitable underlying geology;,7
426,2.,7
427,The site must be accessible from the UK rail network;,7
428,3.,7
429,"The site must not be within a conservation area (, a national park, area of outstanding natural beauty, etc.…); and",7
430,4.,7
431,The site must be areas of population concentration.,7
432,Four coverages are used in the case study.,7
433,"The underlying suitable geologies, defined by the British Geological Survey (Chapman 1986), were digitized from 1: 625 000 scale maps.",7
434,"The rail network was digitized from 1: 250 000 maps, and buffered at 3 km.",7
435,The national park data were digitized from 1: 250 000 maps.,7
436,"The population counts those grid squares with a population greater than 490 residents, representing a population density of greater than 4.9 persons/ha.",7
437,The coverages are shown in Fig. 6.3 and the error estimates for them are contained in Table 6.2.,7
438,The first step involves processing a suitable geology coverage (GEOLOGY).,7
439,The ARC/INFO ERASE command (the Boolean equivalent of NOT) is used to remove the constrained areas from the coverage to build up a composite coverage.,7
440,The elimination sequence is presented in Fig. 6.4.,7
441,"Those areas which are outside the rail buffer, RAILBUF, are removed (to give ERASRG), and next the conservation areas, CONSV (to give ERASRGC).",7
442,"finally, the densely populated areas, POP490, are deleted to give a set of feasible areas for site investigation (ERASRGCP).",7
443,"The characteristics of each of the coverages are shown in Tables 6.3–6.6, and the ARC command sequence to obtain the final overlay is in Table 6.7.",7
444,It is difficult to attempt to determine what are suitable estimates of the error in the map.,7
445,ARC/INFO works to a minimum tolerance — the smallest distance between any pair of coordinates — known as the fuzzy tolerance.,7
446,"As a default, the fuzzy tolerance is 1/50 000 of the width of the base map, in this case, 0.48 mapunit.",7
447,"As the mapunits are 10 m, the fuzzy tolerance represents 4.8 m on the ground.",7
448,"The population data arc rather more problematic, since they are generated from the ‘centroids’ of census enumeration districts (EDs); the boundaries of the census EDs do not conveniently follow a grid, it is assumed they have a similar fuzzy tolerance to the other coverages.",7
449,"Clearly, the quantization noise which is introduced to the data requires a rather more sophisticated error model.",7
450,The case study uses the error estimates in Table 6.2 as a guide to likely levels of uncertainty until further research yields more realistic models.,7
451,The simulation is run 100 times.,7
452,In each simulation:,7
453,1.,7
454,Leftovers from any previous run are removed;,7
455,2.,7
456,A copy is taken of each of the unperturbed coverages;,7
457,3.,7
458,All nodes and vertices of each coverage are perturbed;,7
459,4.,7
460,The file structures are reorganized into a form the ARC i/o routines can deal with.,7
461,This step is highly VAX/VMS specific and could probably be replaced by some more universal coding in the perturbation software.,7
462,5.,7
463,The overlay sequence takes place; remnants of any previous failures are removed; and,7
464,6.,7
465,"The output vector coverage is rastered, plotting.",7
466,Step 6 introduces a series of problems.,7
467,The rasterization process introduces noise.,7
468,"For the experiments here, a raster size of 1 km (100 mapunits) is used.",7
469,"the fuzzy tolerance is 25 mapunits, then the raster size should be that or less, to remove the quantization noise.",7
470,"However, reducing the raster size from 100 to 25 mapunits increases the disc space required to store the raster files by a factor of 16 increasing processing times.",7
471,ARC/INFO is not well tuned to handle this sort of problem.,7
472,Simulation results,7
473,The error model used here is an obvious over-simplification of reality.,7
474,"Each vertex in the coverage was perturbed by selecting random numbers from a uniform distribution, with ranges defined in Table 6.2.",7
475,"Steps were taken to ensure that the nodes were not perturbed once, but no checks were made to determine whether the perturbation process caused sliver polygons to be created.",7
476,The fuzzy tolerance of 25 mapunits was chosen to try to eliminate these from the final coverage.,7
477,"The process required 16 140 s of CPU time and 20 h of elapsed time on a lightly loaded microVAX 2, under VMS.",7
478,The resulting maps are shown in Fig. 6.5.,7
479,"There are seven maps, showing 90, 95, 96, 97, 98, 99 and 100 , ‘credibility regions’.",7
480,The credible region is that which contains the feasible region or more times ; in this case is 100.,7
481,"As the ‘credibility level’ increases, so fewer and fewer areas are included in the map, reflecting       the increasing confidence in the map.",7
482,"More areas are included in the map where the user is willing to be wrong 10 times 100, but far fewer in that which they are willing to run the risk of being wrong once in a hundred times; a comparison of the 90 and 99 maps will make this clear (figs 6.5a and f).",7
483,"There is little difference between the 90, 95, 96 and 97 maps (Figs 6.5a-d), but between the 97 and-98 maps a considerable region in the north-east corner of the map is lost (Figs 6.5d-e).",7
484,"Between 99 and l00 , virtually all the map (figs 6.5f-g) is lost with the exception of the region in the south-east corner of the map.",7
485,The overlay process has been most reliable here.,7
486,Comparing this map with the ERASRGCP map from Fig. 6.4 will reveal the effect of trying to take uncertainty in the input data into account explicitly on the resulting map pattern.,7
487,There are far fewer areas in the simulated map about which one would risk a definitive statement than in the map from the unsimulated process.,7
488,Discussion,7
489,The main problem with using a Monte Carlo approach is its slowness.,7
490,A lightly loaded microVAX 2 can expect to take over 24 h of elapsed time to carry out 100 simulations on a small problem.,7
491,Fortunately the process is explicitly parallel and were it to be run on multiprocessor hardware then there could be substantial speed-up.,7
492,"The simulation process is parallel, since one simulation does not depend on the outcome of a previous one.",7
493,The selection of a suitable error model is problematic.,7
494,One approach is to carry out experiments with a digitizing table to determine empirically an appropriate distribution for digitizing errors.,7
495,Synthetic data which are themselves a GIS-derived product may be the most difficult to deal with.,7
496,The grid square population data used here are a case in point.,7
497,These data  had to be estimated from census ED information.,7
498,The aggregation process merely allocates to a grid square the populations of the ED whose ‘centroid’ happens to fall in that grid square.,7
499,"In the case where two or more EDs fall in the same grid square, then the grid square's population is the sum of those of the individual EDs.",7
500,"It can also be argued that the error present in this data, given its crudity, would swamp any of the other data.",7
501,"However, it is only fair to point out that the population distribution is uneven, and any swamping will take place in urban areas.",7
