word-index,word,sentence-index,text-index,POS
11,unproblematic,551,1,ADJ
1,Callinicos ,552,1,SUBST
2,mobilises ,552,1,VERB
3,as ,552,1,ADV
4,powerful ,552,1,ADJ
5,a ,552,1,ART
6,body ,552,1,SUBST
7,of ,552,1,PREP
8,argument ,552,1,SUBST
9,and ,552,1,CONJ
10,evidence ,552,1,SUBST
11,as ,552,1,CONJ
12,is ,552,1,VERB
13,readily ,552,1,ADV
14,conceivable ,552,1,ADJ
15,against ,552,1,PREP
16,a ,552,1,ART
17,variety ,552,1,SUBST
18,of ,552,1,PREP
19,contemporary ,552,1,ADJ
20,critics ,552,1,SUBST
21,and ,552,1,CONJ
22,theorists ,552,1,SUBST
23,whose ,552,1,PRON
24,claims ,552,1,SUBST
25,he ,552,1,PRON
26,sees,552,1,VERB
27,with ,552,1,PREP
28,justice,552,1,SUBST
29,as ,552,1,PREP
30,a ,552,1,ART
1,Thus ,553,1,ADV
2,far ,553,1,ADV
3,there ,553,1,PRON
4,is ,553,1,VERB
5,something ,553,1,PRON
6,almost ,553,1,ADV
7,conventional ,553,1,ADJ
8,about ,553,1,PREP
9,the ,553,1,ART
10,book,553,1,SUBST
11,'s ,553,1,UNC
12,stance,553,1,SUBST
1,It ,554,1,PRON
2,is ,554,1,VERB
3,possible ,554,1,ADJ
4,just ,554,1,ADV
5,to ,554,1,PREP
6,imagine ,554,1,VERB
7,a ,554,1,ART
8,relatively ,554,1,ADV
9,orthodox ,554,1,ADJ
10,artist,554,1,SUBST
11,critic ,554,1,SUBST
12,or ,554,1,CONJ
13,historian ,554,1,SUBST
14,appreciating ,554,1,VERB
15,the ,554,1,ART
16,demolition ,554,1,SUBST
17,of ,554,1,PREP
18,postmodernism ,554,1,SUBST
19,if ,554,1,CONJ
20,not ,554,1,ADV
21,the ,554,1,ART
22,evidence ,554,1,SUBST
23,of ,554,1,PREP
24,late ,554,1,ADJ
25,capitalism,554,1,SUBST
26,'s ,554,1,UNC
27,corruption ,554,1,SUBST
28,and ,554,1,CONJ
29,decay,554,1,SUBST
1,But ,555,1,CONJ
2,this ,555,1,ADJ
3,is ,555,1,VERB
4,the ,555,1,ART
5,argument,555,1,SUBST
6,'s ,555,1,UNC
7,main ,555,1,ADJ
8,thrust,555,1,SUBST
9,and ,555,1,CONJ
10,it ,555,1,PRON
11,is ,555,1,VERB
12,this ,555,1,ADJ
13,rather ,555,1,ADV
14,elusive ,555,1,ADJ
15,second ,555,1,ADJ
16,aspect ,555,1,SUBST
17,which ,555,1,PRON
18,gives ,555,1,VERB
19,the ,555,1,ART
20,book ,555,1,SUBST
21,its ,555,1,PRON
22,definitive ,555,1,ADJ
23,character,555,1,SUBST
1,Elusive,556,1,ADJ
2,is,556,1,VERB
3,n't ,556,1,ADV
4,quite ,556,1,ADV
5,the ,556,1,ART
6,word,556,1,SUBST
7,however,556,1,ADV
1,It ,557,1,PRON
2,is ,557,1,VERB
3,more ,557,1,ADV
4,a ,557,1,ART
5,matter ,557,1,SUBST
6,of ,557,1,PREP
7,approaching ,557,1,VERB
8,the ,557,1,ART
9,book,557,1,SUBST
10,'s ,557,1,UNC
11,arguments ,557,1,SUBST
12,from ,557,1,PREP
13,within ,557,1,PREP
14,a ,557,1,ART
15,milieu ,557,1,SUBST
16,of ,557,1,PREP
17,relatively ,557,1,ADV
18,academic ,557,1,ADJ
19,contemporary ,557,1,ADJ
20,art ,557,1,SUBST
21,theory ,557,1,SUBST
22,and ,557,1,CONJ
23,being ,557,1,VERB
24,unable ,557,1,ADJ
25,to ,557,1,PREP
26,see ,557,1,VERB
27,the ,557,1,ART
28,wood ,557,1,SUBST
29,for ,557,1,PREP
30,the ,557,1,ART
31,trees,557,1,SUBST
1,For ,558,1,PREP
2,the ,558,1,ART
3,concomitant ,558,1,SUBST
4,of ,558,1,PREP
5,Callinicos,558,1,SUBST
6,' ,558,1,UNC
7,critique ,558,1,SUBST
8,of ,558,1,PREP
9,postmodernism ,558,1,SUBST
10,is ,558,1,VERB
11,not,558,1,ADV
12,as ,558,1,CONJ
13,it ,558,1,PRON
14,would ,558,1,VERB
15,be ,558,1,VERB
16,in ,558,1,PREP
17,half ,558,1,ADJ
18,a ,558,1,ART
19,hundred ,558,1,ADJ
20,other ,558,1,ADJ
21,cases,558,1,SUBST
22,the ,558,1,ART
23,defence ,558,1,SUBST
24,of ,558,1,PREP
25,modernism,558,1,SUBST
1,For ,559,1,PREP
2,one ,559,1,ADJ
3,thing,559,1,SUBST
4,Callinicos ,559,1,SUBST
5,goes ,559,1,VERB
6,his ,559,1,PRON
7,way ,559,1,SUBST
8,to ,559,1,PREP
9,establish ,559,1,VERB
10,that ,559,1,CONJ
11,the ,559,1,ART
12,intellectual ,559,1,ADJ
13,tradition ,559,1,SUBST
14,he ,559,1,PRON
15,is ,559,1,VERB
16,concerned ,559,1,ADJ
17,to ,559,1,PREP
18,critique ,559,1,SUBST
19,is ,559,1,VERB
20,itself ,559,1,PRON
21,most ,559,1,ADV
22,fruitfully ,559,1,ADV
23,read,559,1,VERB
24,not ,559,1,ADV
25,as ,559,1,PREP
26,an ,559,1,ART
27,articulation ,559,1,SUBST
28,of ,559,1,PREP
29,a ,559,1,ART
30,qualitatively ,559,1,ADV
31,new ,559,1,ADJ
32,postmodernism,559,1,SUBST
33,but ,559,1,CONJ
34,an ,559,1,ART
35,instance ,559,1,SUBST
36,of ,559,1,PREP
37,a ,559,1,ART
38,Modernist-type ,559,1,ADJ
39,response,559,1,SUBST
1,Thus,560,1,ADV
2,poststructuralism ,560,1,SUBST
3,$ ,560,1,UNC
4,the ,560,1,ART
5,philosophical ,560,1,ADJ
6,expression ,560,1,SUBST
7,of ,560,1,PREP
8,Modernism,560,1,SUBST
9,whose ,560,1,PRON
10,characteristic ,560,1,ADJ
11,themes ,560,1,SUBST
12,were ,560,1,VERB
13,indeed ,560,1,ADV
14,announced ,560,1,VERB
15,by ,560,1,PREP
16,Nietzsche,560,1,SUBST
17,p. ,560,1,SUBST
18,6,560,1,ADJ
19,Nietzsche,560,1,SUBST
20,'s ,560,1,UNC
21,system ,560,1,SUBST
22,of ,560,1,PREP
23,ideas,560,1,SUBST
24,is ,560,1,VERB
25,in ,560,1,PREP
26,many ,560,1,ADJ
27,respects ,560,1,SUBST
28,a ,560,1,ART
29,philosophical ,560,1,ADJ
30,articulation ,560,1,SUBST
31,of ,560,1,PREP
32,the ,560,1,ART
33,main ,560,1,ADJ
34,themes ,560,1,SUBST
35,of ,560,1,PREP
36,Modernism,560,1,SUBST
37,p. ,560,1,SUBST
38,67,560,1,ADJ
1,Callinicos ,561,1,SUBST
2,is ,561,1,VERB
3,concerned ,561,1,ADJ
4,to ,561,1,PREP
5,give ,561,1,VERB
6,weight ,561,1,SUBST
7,to ,561,1,PREP
8,the ,561,1,ART
9,proposition ,561,1,SUBST
10,advanced ,561,1,VERB
11,by ,561,1,PREP
12,Franco ,561,1,SUBST
13,Moretti ,561,1,SUBST
14,Carl ,561,1,SUBST
15,Schmitt,561,1,SUBST
16,that ,561,1,CONJ
17,it ,561,1,PRON
18,is ,561,1,VERB
19,not ,561,1,ADV
20,the ,561,1,ART
21,task ,561,1,SUBST
22,of ,561,1,PREP
23,Marxism ,561,1,SUBST
24,to ,561,1,PREP
25,defend ,561,1,VERB
26,Modernism ,561,1,SUBST
27,its ,561,1,PRON
28,devices ,561,1,SUBST
29,were ,561,1,VERB
30,inherently ,561,1,ADV
31,subversive ,561,1,ADJ
32,of ,561,1,PREP
33,the ,561,1,ART
34,existing ,561,1,ADJ
35,social ,561,1,ADJ
36,order,561,1,SUBST
37,p. ,561,1,SUBST
38,48,561,1,ADJ
1,The ,562,1,ART
2,point ,562,1,SUBST
3,is ,562,1,VERB
4,that ,562,1,CONJ
5,for ,562,1,PREP
6,Callinicos,562,1,SUBST
7,Nietzschean ,562,1,ADJ
8,thought ,562,1,SUBST
9,is ,562,1,VERB
10,an ,562,1,ART
11,instance ,562,1,SUBST
12,of ,562,1,PREP
13,Romantic ,562,1,ADJ
14,anti-capitalism,562,1,SUBST
15,that ,562,1,ADJ
16,form ,562,1,SUBST
17,of ,562,1,PREP
18,refusal ,562,1,SUBST
19,of ,562,1,PREP
20,the ,562,1,ART
21,implications ,562,1,SUBST
22,of ,562,1,PREP
23,capitalist ,562,1,ADJ
24,modernity ,562,1,SUBST
25,which ,562,1,PRON
26,has ,562,1,VERB
27,been ,562,1,VERB
28,present ,562,1,ADJ
29,virtually ,562,1,ADV
30,since ,562,1,CONJ
31,the ,562,1,ART
32,birth ,562,1,SUBST
33,of ,562,1,PREP
34,that ,562,1,ADJ
35,condition,562,1,SUBST
36,described ,562,1,VERB
37,by ,562,1,PREP
38,Michael ,562,1,SUBST
39,Lowy ,562,1,SUBST
40,as ,562,1,CONJ
41,opposition ,562,1,SUBST
42,to ,562,1,PREP
43,capitalism ,562,1,SUBST
44,in ,562,1,PREP
45,the ,562,1,ART
46,name ,562,1,SUBST
47,of ,562,1,PREP
48,pre-capitalist ,562,1,ADJ
49,values,562,1,SUBST
50,cited ,562,1,VERB
51,p. ,562,1,SUBST
52,67,562,1,ADJ
1,The ,563,1,ART
2,consequence ,563,1,SUBST
3,of ,563,1,PREP
4,this ,563,1,ADJ
5,is ,563,1,VERB
6,that ,563,1,ADJ
7,Modernism ,563,1,SUBST
8,too ,563,1,ADV
9,must ,563,1,VERB
10,be ,563,1,VERB
11,a ,563,1,ART
12,form ,563,1,SUBST
13,of ,563,1,PREP
14,romantic ,563,1,ADJ
15,anti-capitalism,563,1,SUBST
16,and ,563,1,CONJ
17,as ,563,1,PREP
18,such ,563,1,ADJ
19,one-sided ,563,1,ADJ
20,and ,563,1,CONJ
21,vulnerable,563,1,ADJ
1,The ,564,1,ART
2,principal ,564,1,ADJ
3,weakness ,564,1,SUBST
4,of ,564,1,PREP
5,both ,564,1,ADV
6,the ,564,1,ART
7,modernist ,564,1,ADJ
8,tradition ,564,1,SUBST
9,proper,564,1,ADJ
10,and ,564,1,CONJ
11,indeed ,564,1,ADV
12,of ,564,1,PREP
13,Nietzsche ,564,1,SUBST
14,himself ,564,1,PRON
15,is,564,1,VERB
16,for ,564,1,PREP
17,Callinicos,564,1,SUBST
18,their ,564,1,PRON
19,aestheticism,564,1,SUBST
1,It ,565,1,PRON
2,is ,565,1,VERB
3,as ,565,1,ADV
4,well ,565,1,ADJ
5,to ,565,1,PREP
6,be ,565,1,VERB
7,clear ,565,1,ADJ
8,on ,565,1,PREP
9,this,565,1,ADJ
1,Callinicos,566,1,SUBST
2,' ,566,1,UNC
3,defence ,566,1,SUBST
4,of ,566,1,PREP
5,classical ,566,1,ADJ
6,Marxism,566,1,SUBST
7,of ,566,1,PREP
8,historical ,566,1,ADJ
9,materialism,566,1,SUBST
10,is ,566,1,VERB
11,in ,566,1,PREP
12,the ,566,1,ART
13,first ,566,1,ADJ
14,instance ,566,1,SUBST
15,deployed ,566,1,VERB
16,against ,566,1,PREP
17,a ,566,1,ART
18,postmodernism ,566,1,SUBST
19,which ,566,1,PRON
20,has ,566,1,VERB
21,come ,566,1,VERB
22,to ,566,1,PREP
23,proclaim ,566,1,VERB
24,the ,566,1,ART
25,death ,566,1,SUBST
26,of ,566,1,PREP
27,the ,566,1,ART
28,grand ,566,1,ADJ
29,narrative ,566,1,SUBST
30,of ,566,1,PREP
31,emancipation ,566,1,SUBST
32,and ,566,1,CONJ
33,the ,566,1,ART
34,need ,566,1,SUBST
35,for ,566,1,PREP
36,a ,566,1,ART
37,new ,566,1,ADJ
38,form ,566,1,SUBST
39,of ,566,1,PREP
40,politics ,566,1,SUBST
41,not ,566,1,ADV
42,constructed ,566,1,VERB
43,along ,566,1,PREP
44,the ,566,1,ART
45,lines ,566,1,SUBST
46,of ,566,1,PREP
47,the ,566,1,ART
48,traditional ,566,1,ADJ
49,left,566,1,SUBST
1,This ,567,1,ADJ
2,defence ,567,1,SUBST
3,of ,567,1,PREP
4,Marxism ,567,1,SUBST
5,carries ,567,1,VERB
6,over,567,1,ADV
7,however,567,1,ADV
8,to ,567,1,PREP
9,a ,567,1,ART
10,critique ,567,1,SUBST
11,of ,567,1,PREP
12,Modernism ,567,1,SUBST
13,itself,567,1,PRON
14,not ,567,1,ADV
15,merely ,567,1,ADV
16,for ,567,1,PREP
17,the ,567,1,ART
18,fact ,567,1,SUBST
19,that ,567,1,CONJ
20,Nietzsche ,567,1,SUBST
21,attaches ,567,1,VERB
22,importance,567,1,SUBST
23,to ,567,1,PREP
24,art ,567,1,SUBST
25,but ,567,1,CONJ
26,for ,567,1,PREP
27,the ,567,1,ART
28,further ,567,1,ADJ
29,claim ,567,1,SUBST
30,ascribed ,567,1,VERB
31,to ,567,1,PREP
32,him,567,1,PRON
33,and ,567,1,CONJ
34,therefore ,567,1,ADV
35,to ,567,1,PREP
36,Modernism ,567,1,SUBST
37,itself,567,1,PRON
38,that ,567,1,CONJ
39,the ,567,1,ART
40,nature ,567,1,SUBST
41,of ,567,1,PREP
42,aesthetic ,567,1,ADJ
43,experience ,567,1,SUBST
44,contains ,567,1,VERB
45,the ,567,1,ART
46,form ,567,1,SUBST
47,of ,567,1,PREP
48,understanding ,567,1,VERB
49,proper ,567,1,ADJ
50,to ,567,1,PREP
51,the ,567,1,ART
52,world ,567,1,SUBST
53,itself ,567,1,PRON
54,p. ,567,1,SUBST
55,66,567,1,ADJ
1,In ,568,1,PREP
2,the ,568,1,ART
3,end,568,1,SUBST
4,Callinicos ,568,1,SUBST
5,pits ,568,1,SUBST
6,historical ,568,1,ADJ
7,materialism ,568,1,SUBST
8,against ,568,1,PREP
9,not ,568,1,ADV
10,merely ,568,1,ADV
11,postmodernism ,568,1,SUBST
12,but,568,1,CONJ
13,following ,568,1,VERB
14,the ,568,1,ART
15,logic ,568,1,SUBST
16,that ,568,1,CONJ
17,the ,568,1,ART
18,latter ,568,1,ADJ
19,is ,568,1,VERB
20,indistinguishable ,568,1,ADJ
21,from ,568,1,PREP
22,Modernism ,568,1,SUBST
23,properly ,568,1,ADV
24,conceived,568,1,VERB
25,against ,568,1,PREP
26,Modernism ,568,1,SUBST
27,itself,568,1,PRON
1,Drawing ,569,1,VERB
2,largely ,569,1,ADV
3,on ,569,1,PREP
4,the ,569,1,ART
5,Marshall ,569,1,SUBST
6,Berman/Perry ,569,1,SUBST
7,Anderson ,569,1,SUBST
8,debate,569,1,SUBST
9,and ,569,1,CONJ
10,thereby ,569,1,ADV
11,making ,569,1,VERB
12,of ,569,1,PREP
13,Modernism ,569,1,SUBST
14,the ,569,1,ART
15,characteristic ,569,1,ADJ
16,expression ,569,1,SUBST
17,of ,569,1,PREP
18,the ,569,1,ART
19,experience ,569,1,SUBST
20,of ,569,1,PREP
21,modernity,569,1,SUBST
22,itself ,569,1,PRON
23,conceived ,569,1,VERB
24,as ,569,1,PREP
25,a ,569,1,ART
26,response ,569,1,SUBST
27,to ,569,1,PREP
28,capitalist ,569,1,ADJ
29,modernisation,569,1,SUBST
30,Callinicos ,569,1,SUBST
31,seems ,569,1,VERB
32,to ,569,1,PREP
33,want ,569,1,VERB
34,to ,569,1,PREP
35,claim ,569,1,VERB
36,in ,569,1,PREP
37,essence ,569,1,SUBST
38,that ,569,1,CONJ
39,both ,569,1,ADJ
40,the ,569,1,ART
41,former ,569,1,ADJ
42,are ,569,1,VERB
43,partial ,569,1,ADJ
44,the ,569,1,ART
45,fact ,569,1,SUBST
46,of ,569,1,PREP
47,this ,569,1,ADJ
48,last,569,1,ADJ
1,Weber,570,1,SUBST
2,'s ,570,1,UNC
3,conceptualisation ,570,1,SUBST
4,of ,570,1,PREP
5,the ,570,1,ART
6,modern ,570,1,SUBST
7,as ,570,1,PREP
8,a ,570,1,ART
9,process ,570,1,SUBST
10,of ,570,1,PREP
11,structural ,570,1,ADJ
12,differentiation ,570,1,SUBST
13,is,570,1,VERB
14,I ,570,1,PRON
15,think,570,1,VERB
16,seen ,570,1,VERB
17,to ,570,1,PREP
18,be ,570,1,VERB
19,echoed ,570,1,VERB
20,in ,570,1,PREP
21,Modernist ,570,1,ADJ
22,claims ,570,1,SUBST
23,for ,570,1,PREP
24,the ,570,1,ART
25,specificity ,570,1,SUBST
26,of ,570,1,PREP
27,art,570,1,SUBST
1,Both ,571,1,ADJ
2,are ,571,1,VERB
3,then ,571,1,ADV
4,held ,571,1,VERB
5,to ,571,1,PREP
6,be ,571,1,VERB
7,deficient ,571,1,ADJ
8,Marx,571,1,SUBST
9,'s ,571,1,UNC
10,conception ,571,1,SUBST
11,of ,571,1,PREP
12,a ,571,1,ART
13,mode ,571,1,SUBST
14,of ,571,1,PREP
15,production,571,1,SUBST
16,which ,571,1,PRON
17,differentiation ,571,1,SUBST
18,can ,571,1,VERB
19,be ,571,1,VERB
20,understood,571,1,VERB
21,made ,571,1,VERB
22,intelligible ,571,1,ADJ
23,and ,571,1,CONJ
24,ultimately ,571,1,ADV
25,accountable ,571,1,ADJ
26,to ,571,1,PREP
27,a ,571,1,ART
28,materialistically ,571,1,ADV
29,grounded ,571,1,VERB
30,ethics ,571,1,SUBST
31,of ,571,1,PREP
32,emancipation ,571,1,SUBST
33,rooted ,571,1,VERB
34,in ,571,1,PREP
35,a ,571,1,ART
36,conception ,571,1,SUBST
37,of ,571,1,PREP
38,a ,571,1,ART
39,complex,571,1,ADJ
40,totality,571,1,SUBST
1,It ,572,1,PRON
2,is ,572,1,VERB
3,this ,572,1,ADJ
4,perspective ,572,1,SUBST
5,that ,572,1,CONJ
6,Callinicos ,572,1,SUBST
7,was ,572,1,VERB
8,concerned ,572,1,ADJ
9,to ,572,1,PREP
10,deny ,572,1,VERB
11,the ,572,1,ART
12,common ,572,1,ADJ
13,conflation ,572,1,SUBST
14,by ,572,1,PREP
15,postmodernists ,572,1,SUBST
16,of ,572,1,PREP
17,Modernism ,572,1,SUBST
18,with ,572,1,PREP
19,the ,572,1,ART
20,Enlightenment,572,1,SUBST
1,From ,573,1,PREP
2,his ,573,1,PRON
3,point ,573,1,SUBST
4,of ,573,1,PREP
5,view,573,1,SUBST
6,Modernism ,573,1,SUBST
7,as ,573,1,PREP
8,a ,573,1,ART
9,sub-species ,573,1,SUBST
10,of ,573,1,PREP
11,romantic ,573,1,ADJ
12,anti-capitalism ,573,1,SUBST
13,is ,573,1,VERB
14,one ,573,1,ADJ
15,partial ,573,1,ADJ
16,moment ,573,1,SUBST
17,in ,573,1,PREP
18,the ,573,1,ART
19,rejection ,573,1,SUBST
20,of ,573,1,PREP
21,the ,573,1,ART
22,consequences ,573,1,SUBST
23,of ,573,1,PREP
24,Enlightenment ,573,1,SUBST
25,properly ,573,1,ADV
26,understood,573,1,VERB
27,understood,573,1,VERB
28,a ,573,1,ART
29,Marxism ,573,1,SUBST
30,which ,573,1,PRON
31,is ,573,1,VERB
32,itself ,573,1,PRON
33,held ,573,1,VERB
34,out ,573,1,ADV
35,as ,573,1,PREP
36,the ,573,1,ART
37,genuine ,573,1,ADJ
38,heir ,573,1,SUBST
39,to ,573,1,PREP
40,the ,573,1,ART
41,Enlightenment ,573,1,SUBST
42,narrative ,573,1,SUBST
43,of ,573,1,PREP
44,emancipation ,573,1,SUBST
45,its ,573,1,PRON
46,romantic ,573,1,ADJ
47,critique,573,1,SUBST
1,Here ,574,1,ADV
2,lies ,574,1,VERB
3,the ,574,1,ART
4,root ,574,1,SUBST
5,of ,574,1,PREP
6,Callinicos,574,1,SUBST
7,project ,574,1,SUBST
8,the ,574,1,ART
9,buttressing ,574,1,SUBST
10,of ,574,1,PREP
11,Marxism ,574,1,SUBST
12,as ,574,1,PREP
13,the ,574,1,ART
14,true ,574,1,ADJ
15,radicalisation,574,1,SUBST
16,of ,574,1,PREP
17,the ,574,1,ART
18,Enlightenment,574,1,SUBST
19,and ,574,1,CONJ
20,here ,574,1,ADV
21,I ,574,1,PRON
22,suspect ,574,1,VERB
23,lies ,574,1,SUBST
24,also ,574,1,ADV
25,his ,574,1,PRON
26,ultimate ,574,1,ADJ
27,discomfort ,574,1,SUBST
28,with ,574,1,PREP
29,Modernism ,574,1,SUBST
30,prone ,574,1,ADJ
31,as ,574,1,CONJ
32,it ,574,1,PRON
33,is ,574,1,VERB
34,to ,574,1,PREP
35,slip ,574,1,VERB
36,the ,574,1,ART
37,leash ,574,1,SUBST
38,of ,574,1,PREP
39,a ,574,1,ART
40,guiding ,574,1,ADJ
41,politics ,574,1,SUBST
42,and ,574,1,CONJ
43,dance ,574,1,VERB
44,under ,574,1,PREP
45,the ,574,1,ART
46,less ,574,1,ADV
47,biddable ,574,1,ADJ
48,star ,574,1,SUBST
49,of ,574,1,PREP
50,the ,574,1,ART
51,Aesthetic,574,1,ADJ
1,At ,575,1,PREP
2,this ,575,1,ADJ
3,point ,575,1,SUBST
4,Callinicos ,575,1,SUBST
5,has ,575,1,VERB
6,to ,575,1,PREP
7,be ,575,1,VERB
8,careful,575,1,ADJ
9,it ,575,1,PRON
10,is ,575,1,VERB
11,one ,575,1,ADJ
12,thing ,575,1,SUBST
13,to ,575,1,PREP
14,dismiss ,575,1,VERB
15,the ,575,1,ART
16,claims ,575,1,SUBST
17,of ,575,1,PREP
18,a ,575,1,ART
19,rootless ,575,1,ADJ
20,postmodernism,575,1,SUBST
21,wandering ,575,1,VERB
22,naked ,575,1,ADJ
23,its ,575,1,PRON
24,designer ,575,1,SUBST
25,trainers ,575,1,SUBST
26,across ,575,1,PREP
27,the ,575,1,ART
28,face ,575,1,SUBST
29,of ,575,1,PREP
30,a ,575,1,ART
31,barren ,575,1,ADJ
32,late ,575,1,ADJ
33,capitalism,575,1,SUBST
1,It ,576,1,PRON
2,is ,576,1,VERB
3,quite ,576,1,ADV
4,another ,576,1,ADJ
5,also ,576,1,ADV
6,to ,576,1,PREP
7,offer ,576,1,VERB
8,a ,576,1,ART
9,wholesale ,576,1,ADJ
10,refutation ,576,1,SUBST
11,of ,576,1,PREP
12,Modernism,576,1,SUBST
1,And ,577,1,CONJ
2,Callinicos ,577,1,SUBST
3,is ,577,1,VERB
4,aware ,577,1,ADJ
5,of ,577,1,PREP
6,this,577,1,ADJ
7,Is ,577,1,VERB
8,not ,577,1,ADV
9,the ,577,1,ART
10,general ,577,1,ADJ
11,tendency ,577,1,SUBST
12,of ,577,1,PREP
13,this ,577,1,ADJ
14,analysis ,577,1,SUBST
15,similar ,577,1,ADJ
16,to ,577,1,PREP
17,Lukács,577,1,UNC
18,' ,577,1,UNC
19,celebrated ,577,1,ADJ
20,denunciation ,577,1,SUBST
21,of ,577,1,PREP
22,Modernism ,577,1,SUBST
23,as ,577,1,CONJ
24,aesthetically ,577,1,ADV
25,appealing,577,1,ADJ
26,but ,577,1,CONJ
27,decadent,577,1,ADJ
28,p. ,577,1,SUBST
29,53,577,1,ADJ
1,For ,578,1,PREP
2,fairly ,578,1,ADV
3,obvious ,578,1,ADJ
4,reasons,578,1,SUBST
5,mostly ,578,1,ADV
6,connected ,578,1,VERB
7,with ,578,1,PREP
8,the ,578,1,ART
9,spectre ,578,1,SUBST
10,of ,578,1,PREP
11,Zhdanov ,578,1,SUBST
12,and ,578,1,CONJ
13,Socialist ,578,1,ADJ
14,Realism ,578,1,SUBST
15,but ,578,1,CONJ
16,also ,578,1,ADV
17,I ,578,1,PRON
18,suspect ,578,1,VERB
19,a ,578,1,ART
20,more ,578,1,ADV
21,subterranean ,578,1,ADJ
22,philosophical ,578,1,ADJ
23,linkage ,578,1,SUBST
24,between ,578,1,PREP
25,Callinicos,578,1,SUBST
26,' ,578,1,UNC
27,endorsement ,578,1,SUBST
28,of ,578,1,PREP
29,Althusser,578,1,SUBST
30,'s ,578,1,UNC
31,complex ,578,1,ADJ
32,totality,578,1,SUBST
33,against ,578,1,PREP
34,Lukács,578,1,UNC
35,' ,578,1,UNC
36,expressive ,578,1,ADJ
37,totality,578,1,SUBST
38,and ,578,1,CONJ
39,the ,578,1,ART
40,political ,578,1,ADJ
41,voluntarism ,578,1,SUBST
42,which ,578,1,PRON
43,it ,578,1,PRON
44,informed ,578,1,VERB
45,in ,578,1,PREP
46,the ,578,1,ART
47,early ,578,1,ADJ
48,twenties,578,1,ADJ
49,Callinicos ,578,1,SUBST
50,has ,578,1,VERB
51,to ,578,1,PREP
52,answer,578,1,VERB
53,No,578,1,INTERJ
1,This ,579,1,ADJ
2,begins ,579,1,VERB
3,to ,579,1,PREP
4,be ,579,1,VERB
5,interesting,579,1,ADJ
6,and ,579,1,CONJ
7,it ,579,1,PRON
8,is ,579,1,VERB
9,I ,579,1,PRON
10,think ,579,1,VERB
11,the ,579,1,ART
12,originary ,579,1,ADJ
13,focus ,579,1,SUBST
14,of ,579,1,PREP
15,that ,579,1,ADJ
16,sense ,579,1,SUBST
17,of ,579,1,PREP
18,misgiving ,579,1,SUBST
19,with ,579,1,PREP
20,which ,579,1,PRON
21,I ,579,1,PRON
22,began,579,1,VERB
1,If ,580,1,CONJ
2,I ,580,1,PRON
3,have ,580,1,VERB
4,been ,580,1,VERB
5,primarily ,580,1,ADV
6,expository ,580,1,ADJ
7,hitherto ,580,1,ADV
8,and ,580,1,CONJ
9,I ,580,1,PRON
10,have ,580,1,VERB
11,been ,580,1,VERB
12,because ,580,1,CONJ
13,I ,580,1,PRON
14,believe ,580,1,VERB
15,Callinicos,580,1,SUBST
16,' ,580,1,UNC
17,book ,580,1,SUBST
18,to ,580,1,PREP
19,be ,580,1,VERB
20,the ,580,1,ART
21,best ,580,1,ADV
22,on ,580,1,PREP
23,this ,580,1,ADJ
24,subject ,580,1,SUBST
25,that ,580,1,CONJ
26,we ,580,1,PRON
27,have,580,1,VERB
28,I ,580,1,PRON
29,will ,580,1,VERB
30,now ,580,1,ADV
31,begin ,580,1,VERB
32,to ,580,1,PREP
33,turn ,580,1,VERB
34,to ,580,1,PREP
35,criticism,580,1,SUBST
36,or ,580,1,CONJ
37,to ,580,1,PREP
38,trying ,580,1,VERB
39,to ,580,1,PREP
40,ventilate ,580,1,VERB
41,that ,580,1,ADJ
42,reservation ,580,1,SUBST
43,which,580,1,PRON
44,faced ,580,1,VERB
45,by ,580,1,PREP
46,Callinicos,580,1,SUBST
47,certainty,580,1,SUBST
48,will ,580,1,VERB
49,not ,580,1,ADV
50,be ,580,1,VERB
51,stilled,580,1,VERB
1,In ,581,1,PREP
2,a ,581,1,ART
3,sense ,581,1,SUBST
4,it ,581,1,PRON
5,does,581,1,VERB
6,n't ,581,1,ADV
7,matter ,581,1,VERB
8,if ,581,1,CONJ
9,Callinicos,581,1,SUBST
10,' ,581,1,UNC
11,defence ,581,1,SUBST
12,of ,581,1,PREP
13,Marxism ,581,1,SUBST
14,is ,581,1,VERB
15,registered ,581,1,VERB
16,or ,581,1,CONJ
17,not ,581,1,ADV
18,by ,581,1,PREP
19,the ,581,1,ART
20,legion ,581,1,SUBST
21,of ,581,1,PREP
22,Post-isms ,581,1,SUBST
23,and ,581,1,CONJ
24,-ists ,581,1,SUBST
25,which ,581,1,PRON
26,form ,581,1,VERB
27,the ,581,1,ART
28,undergrowth ,581,1,SUBST
29,of ,581,1,PREP
30,contemporary ,581,1,ADJ
31,cultural ,581,1,ADJ
32,politics,581,1,SUBST
1,They ,582,1,PRON
2,will ,582,1,VERB
3,wither ,582,1,VERB
4,at ,582,1,PREP
5,the ,582,1,ART
6,first ,582,1,ADJ
7,frosts ,582,1,SUBST
8,anyway,582,1,ADV
9,if ,582,1,CONJ
10,they ,582,1,PRON
11,come,582,1,VERB
12,and ,582,1,CONJ
13,if ,582,1,CONJ
14,they ,582,1,PRON
15,do,582,1,VERB
16,n't,582,1,ADV
1,But ,583,1,CONJ
2,with ,583,1,PREP
3,his ,583,1,PRON
4,placement ,583,1,SUBST
5,of ,583,1,PREP
