sentence-index,sentence,text-index
884,"There is another category for Situationist wannabees, which was an additional and problematical area of both books and the exhibition.",1
885,"Some of the materials in this area seemed to have the purpose of padding out the exhibition, whilst at the same time fulfilling the traditional function of consolidating the achievements of the founding group whose significance it was the purpose of the exhibition to celebrate.",1
886,Francis identifies the stages of the SI narrative as a chronological trajectory corresponding to (i) the Experimental Laboratory period;(ii) the detonator period (which refers to Debord's boast that he provided the explosive machinery that ignited in May 1968);(iii) the Fallout period after the SI disbanded in 1972.,1
887,These stages provide the logic for the ‘diachronic structure’ of the exhibition.,1
888,"In the Fallout section are included artists, writers and others ‘who all had (sic) some contact with the SI’.",1
889,Periodisation and classification present some difficulties which Wollen hints at when he comments on ‘the ‘simulationist’ art boom of the eighties and its debt to the dry husks of Situationist thought’.,1
890,It is to be regretted that neither of these books examine the pluralism of the ‘simulationist’ period.,1
891,"To the extent that the Situationists raised questions about cultural hierarchies and the ‘supersession’ of art, how should we judge the Fallout period?",1
892,"The notion of progression is clearly important in assessing this work, especially as the temptation to isolate, or even dismiss, it as an epiphenomenon of the SI is strong.",1
893,The materials displayed in the exhibition and reproduced in the Fallout section of the Scrapbook express ideas about which strong convictions are held.,1
894,"What are these convictions, and why are they not articulated?",1
895,Why were the exhibits left to speak for themselves?,1
896,"It seems extraordinary that, given the political fervour of the Paris-based SI fraction in its post-Lettrist phase, the exhibition should have been so solemnly organised with little regard to Debord's caveat on auteurism and his contempt for the art market.",1
897,"Whatever objectives the organisers might have had, the exhibition turned out to be a quite normative curatorial project.",1
898,The contradiction is perhaps a familiar one.,1
899,As Debord has commented: ‘This society signs a peace treaty with its most outspoken enemies by giving them a spot in the spectacle.',1
900,"It is noteworthy that the Situationists have produced nothing in the way of new projects for these texts, nor for the exhibition.",1
901,Predictably they kept their distance.,1
902,At the centre of the re-grouped SI in 1961 Bernstein and Debord refused any separation between artistic and political activity.,1
903,"It was at this time that Asgerjorn resigned his membership of the SI, although he continued to finance it through the sale of his paintings which were increasingly in demand in the 1960s.",1
904,"Thus re-grouped, the SI increased their political activity, eliminating all artistic production except agitational forms which meant, essentially, the use of illustrations in their publications.",1
905,The article by Wollen is an important piece of research and a major contribution to both anthologies.,1
906,"Despite its usefulness as an introduction to the subject, it does, however, judiciously avoid overt criticism of its subject and devotes little analysis to the SI in its mature phase.",1
907,"Nevertheless, Wollen presents a lucid account of the movement in its formative period and makes an interesting case for André Breton as a figure of some distinction in French intellectual history.",1
908,"He also traces the Hegelian, and Lukácsian influences on leftist theories in France in the heightened intellectual atmosphere after the Liberation which provided the aesthetic and political context for the Situationists.",1
909,"Wollen's historical and theoretical essay, the other major contribution in the Boston text is Thomas Y. Levin's ‘Dismantling the Spectacle: The Cinema of Guy Debord’.",1
910,This is again a comprehensive and thoroughly investigated article and is probably the first extended account of Situationist cinema in English.,1
911,Levin makes a special case for Debord as a film-maker whose aim was to contribute to the ultimate destruction of cinema as a spectacularist medium.,1
912,Debord's cinema for Levin is a paradigmatic vehicle for the movement's ‘destructive creativity’.,1
913,"The main purpose of Levin's article, however, is to reclaim Debord for the aesthetic discourse of avant-garde cinema.",1
914,", he identifies Debord as the source of Godard's innovations: ‘Indeed, well over a decade before Godard's , Debord was producing a revolutionary, materialist ‘counter-cinema’.’",1
915,"Not having seen Debord's films (he refused screenings at the ICA in London), Levin's arguments are in one sense untestable; nevertheless the article is not without difficulties.",1
916,"Defensively, he observes what he considers to be Debord's virtues and comments on the latter's avoidance of, as he puts it: ‘the various pitfalls — formalist essentialism, aestheticist myopia, politically naive fetishism of reflexivity, , typical of certain avant-garde practices linked to radical political agendas.’",1
917,"Nevertheless, Debord's place within a reified history of ‘political modernism’ is assured, more by virtue of what is claimed for the work than by its testing — Levin admits that screenings have been rare, especially outside France.",1
918,Both the personality and the work remain famously obscure in a way which seems almost contrived.,1
919,"Further to this, Levin claims that Debord ‘does not disparage pleasure’ and yet argues elsewhere in the essay that his films deliberately refuse to make concessions to the viewer.",1
920,"An example of this is the early Lettrist film , with its long periods of blank screen and extended silences.",1
921,"As far as one can assess the merit of Levin's text its subject, it seems somewhat implausible that Debord can be all the things for which he is proclaimed.",1
922,"Whatever defence is mounted, it is clear that these films, for Levin, exist as auratic objects, and Debord their auraticised progenitor.",1
923,"Hence the mythologisation of Debord by Levin, and others, has a significant bearing upon the reception of his work.",1
924,His remoteness and the scandal and intrigue associated with the SI have significantly contributed to the enhancement of the movement's reputation.,1
925,"Levin's essay, interesting though it is, achieves little more than assimilating Debord into the spectacularised history of the avant-garde cinema.",1
926,His hero-worship results in him reiterating the same claims that the cinéaste makes for himself.,1
927,"In the opening sequence of , as Levin notes, Debord provides the audience with a reference to a cinematic tradition in which his own work is putatively situated.",1
928,"The tradition includes ‘great landmarks’ in film history from early ‘genre classics,(Levin's term), Expressionist, Dada, Soviet cinema of the 1920s, Surrealist, Chaplin, Lettrist and last, but not least, Debord.",1
929,"Situationist cinema is therefore important, indeed, self-important, not least because it provides ‘an alternative sort of cinematic activity, incompatible with the economy of the spectacle’.",1
930,Levin earnestly considers Situationist film to be an effective oppositional practice.,1
931,"One of the attractions for Levin is the persistency with which Debord, like the Dadaists before him, continued to explore the medium, whilst contributing to its eventual destruction.",1
932,"Moreover, Levin claims that the Situationists never lost sight of their own contradictions, ‘by consenting to act culture’ as a precondition of their co-existence in the present order.",1
933,"Nevertheless, cinema ultimately retains a relative autonomy in Levin's tribute.",1
934,It is like Hegel's notion of the beautiful soul which denounces the world from which it has withdrawn to avoid having to recognise the extent of its participation in its disorder.,1
935,"Debord, as a film-maker, and Levin, as his apologist, take refuge in the transcendental space of autonomy where meanings have the illusion of self-regulation and independence of the totality they represent.",1
936,"Debord takes up his place (certainly in Levin's account) within the lineage of modern masters with its attendant construction of patriarchy, distinction and causal succession.",1
937,"In Levin's essay, avant-garde cinema is assimilated into the wider discourse of Modernist art despite their material and institutional differences.",1
938,One of the pitfalls of this is that different audiences and different modes of consumption are contingencies largely ignored.,1
939,Debord's apparent contempt for audiences has its counterpart in Levin's emphasis upon origination and prestige as paradigms of his cultural history.,1
940,The blurring of art and film histories leads Levin into the murky waters of Situationist discourse on art.,1
941,"Suffice it to say that this discourse is generalising and intemperate, and lacks depth and clarity.",1
942,"Debord, , proclaims: ‘The critical position later elaborated by the Situationists has shown that the suppression and realization of art are inseparable aspects of a single supersession of art.'",1
943,"There is some sense in this comment which may well explain the position of the Situationists at a particular conjunction, but it is a sense which would also explain earlier avant-garde trends in art (if not cinema) since, say, Futurism.",1
944,"Moreover, the notion of art's ‘single supersession’, an histrionic claim, would benefit from some kind of historical and theoretical contextualisation.",1
945,It sounds important but in fact is an impenetrable statement.,1
946,Further clarification might also be required how the Situationist negation of art (and cinema) related to the wider sphere of cultural-political struggle.,1
947,"The critique of art as an institution is continuous with earlier formations (including early Surrealism and Russian Constructivism), but Levin remains unclear in his definition of Debord's avant-gardism.",1
948,"For Lukács and Adorno the concept of the avant-garde was a touchstone: for the one it was negative and decadent, for the other positive and progressive.",1
949,"In Levin's account of Debord, his subject appears to hold both positions .",1
950,"More specifically, on the issue of cultural hierarchies and class relations the Situationists tried to distance themselves from bourgeois notions of progress and their equivalence in the neo-avant-garde of the post-war period.",1
951,"The SI thus rejected ‘mechanical becoming, with its notions of progress, merit and causal succession’.",1
952,"This statement reflects the resistance of the SI to piecemeal historicism which lineages are made, but in Levin's history the independent achievements of Debord as a film-maker eventually collapses into it.",1
953,"In fairness it has to be said that Levin tries to isolate Debord from a purely formal Modernism, and from naive realism (the politics of the signified).",1
954,"He does this by proclaiming, a ‘third avant-garde’, which avoids the major pitfalls (of the ‘two avant-gardes') and secures some theoretical authority for Debord.",1
955,"However, because this is not adequately related to the political ideals of the SI there is no analysis of the projected  means (theoretical or practical) by which the sublation of art in the praxis of life might be achieved.",1
956,"The reverential tone of Levin's text poses a problem which the movement's survivors, I imagine, would be quick to condemn.",1
957,"It is, , uncritical in the sense of failing to site Debord's films within an adequate theoretical discourse.",1
958,"Levin objectifies his subject through the use of an argument which leaves the SI unexplained as a revolutionary organisation with the potentiality of reflecting, by its own methods, a radical social transformation.",1
959,"What he provides is the missing chapter in the secret history of the cinema, the missing link between Berlin Dada and postmodernism.",1
960,"As with other contributors, exaggerated claims are made for (the communication which contains its own critique), firstly because it was an inheritance from Cubism and Dada, and secondly, because, as the exhibition shows, its deployment by ‘pro-situs’ has made of it a commonplace, popularised in punk fanzines, and ‘Biff’postcards etc.",1
961,"The Situationists' activities within the cultural sphere constituted an attempt to create a unified range of activities which functioned as a radical critique of the conventional boundaries between specialisations embedded in the institutions, practices and agencies of modern life.",1
962,"The fragmented appearance of their work, especially its Lettrist phase, their repudiation of conventional skills and scholarly manners (evidenced in their use of personal insults) have been absorbed by subcultural milieux and in due course adapted by the culture industries.",1
963,The influence of the Situationists is clearly demonstrated (if overstated) in these books.,1
964,"If the historical trajectory of the Scrapbook is followed (SI through Fluxus, Heatwave, King Mob, Jamie Reid, Vivienne Westwood, and the Sex Pistols) the Situationist role for the intellectual as an informed but passionate critic gives way to philistine incitements to violence (typified by King Mob in Britain, the Motherfuckers in the USA, and also indirectly the punk phenomenon) but more commonly a laidback and philosophically weak critique of everyday life.",1
965,"The political and philosophical origins of Situationist thought to a large degree derives from Marx's critique of alienation and commodity fetishism, Lukács's development of this critique, and the Marxist-existentialism of Sartre and Henri Lefebvre.",1
966,The rejection of liberal democracy and bureaucratic Marxism led the Situationists dominant political organisations and towards libertarian and syndicalist influences.,1
967,The ideas of Anton Pannekoek which emerged with the publication of his after World War One provided a ready-made model of a non-hierarchical political system.,1
968,"The simple faith conveyed in Pannekoek's treatise recalls earlier utopian writing, and contrasts with the strident and acerbic tone of Situationist writing.",1
969,"With the exception of Wollen, the contributors to the Scrapbook and the Boston text convey little concern for the forms of political organisation espoused by the Situationists, and it is perhaps symptomatic of their interest in the SI as a purely aesthetic phenomenon.",1
970,"The SI clearly endeavoured to produce a revolutionary critique of modern life, and towards this end devised a convulsive rhetoric and an inventive vocabulary.",1
971,"The revival of interest in its ideas might be explained by this, by its standing as a political organisation.",1
972,The remoteness of the movement from working-class experience guaranteed the survival of its bohemian image.,1
973,Its re-emergence as spectacle relates more visibly to its cult status and the nostalgic allure of fifties Paris; a marginalised and dissolute existence in the company of exotic friends and of romantic places with beautiful names.,1
974,The Boston text reproduces old photographs of founding members.,1
975,"The gamine looks of Bernstein and the neatness of Debord have an aesthetic relevance which signifies a rather vague, but nevertheless compelling, reason for their inclusion in the text.",1
976,They are not merely documentation.,1
977,They are in fact significant elements in the story of ‘Situationism’ which is the subtext of the book.,1
978,The political reticence evident in these volumes is indicated by a degree of randomness in the choice of materials and by implication a commitment to the more ‘expressive’ or irrationalist side of their work.,1
979,"It is, , revealing that there is no indication in either book of the Situationist commitment to political struggles in the Third World and their critique of imperialism.",1
980,The introductions in both books are anodyne and brief.,1
981,"The historical significance of the SI is not questioned, and the importance of the movement is asserted largely on the basis of aesthetic innovations which derive from the Lettrist period the founding of the SI.",1
982,"and (drifting) are thus reclaimed their contemporary relevance, or rather for the extent to which they influenced punk and the camp and erudite artistic radicalism which exploited it.",1
983,"With the exception of Levin's extended analysis of film, neither the products nor any specific agitations of the Situationists and their epigones are critical reassessment.",1
984,The short commentaries and comic imagery in the British section of the Scrapbook are largely printed ephemera with unserious political pretensions.,1
985,"Some of it is amusing, some of it pretentious drivel.",1
986,"Clearly much of the material is unsupportable and there is a sense in which this is self-evident the Scrapbook is styled as an ‘anti-document’ which, like the films of Debord, is co-extensive with the equally unsupportable and qualitatively diminished world to which it relates.",1
987,"The temptation is to view these publications and the exhibition as a proliferation of surfaces which are in a sense pretty vacant reminders that despite the essentially teleological nature of the Situationist project, it is now immobilised and its documents merely a contribution to culture as the spectacular remains of an abandoned revolutionary ideal.",1
988,The  tendency is to ignore value distinctions and to undermine qualitative difference popular and high art genres are presented side by side in a unified space or text.,1
989,There is an inside knowledge which makes this ‘coherent’ for those it.,1
990,"This presupposes the same audience separations, the same hierarchies, the same educational and class difference as before.",1
991,Frank Mort has commented on this kind of separation between the new intellectuals who are happy and confident to mix genre and ignore qualitative and semantic difference ‘because they already know the map of Western culture’ and are distinct from those ‘who do not carry with them those levels of cultural capital.’,1
992,"He adds to this: ‘In that sense postmodern discourse with its relativism, its denial of grand narratives and its refusal of questions of value, is a world tailor-made for the new metropolitan intellectual cadres.'",1
993,It therefore seems that ‘in a purely negative way’ the silence over the question of meaning in the Boston text and in the Scrapbook is perhaps not surprising —— it is an historically appropriate response to the disappearance of the SI.,1
994,"‘There is a sorrow in the Zeitgeist’ bemoans Lyotard, an inappropriateness in the metaphor of the ‘avant-garde’, and consequently a kind of absurdity attaching to the belief in art as a prefiguration of a global collectivist future.",1
995,That sorrow hangs over the discontinued struggles of the SI.,1
996,The belligerence of their message and the violence of their appeal to negation and revolt is now passed over in silence and their works appear they were blank sheets to the privileged audiences of the present day.,1
997,II,1
998,"What I have argued so far is that the Situationists are ill-served by these publications, and that this is partly the influence of a certain pessimism which haunts contemporary cultural politics.",1
999,What I want to argue now is that there is a sense in which the symptom of this pessimism exist in the movement itself.,1
1000,"The Situationists were idealists in the sense that they perceived themselves the spectacle, always managing to be ‘other-than-spectacular’, as Levin puts it, this became a pre-condition of Situationist practice.",1
1001,"Their self-image was that of the chosen few for whom the spectacle provided an inexhaustible supply of objects (and people) to hate, and whilst the apparent ease with which they targeted and disposed of their opposition often made good copy (the endless adventure, the scandal, etc.), there is a sense in which the hectoring tone of their documents became repetitive and wearisome.",1
1002,The effusions of Vaneigem have an air of mystical revelation which is even more intense in recent publications.,1
1003,Debord's political fatigue is less evident but his filmwork has finished and he refuses to permit distribution and screening of his work in this medium.,1
1004,Bernstein is now a journalist and works for a French newspaper.,1
1005,"There are, I think, just three statements which count as unequivocally critical comments on SI in the Scrapbook.",1
1006,"They appear in the documents section and therefore do not, we may take it, represent the views of the editors.",1
1007,"Firstly, Art & Language's piece ‘Ralph the Situationist’ expresses considerable misgivings about the Situationist project: ‘The texts are effectively incorrigible and self insulating…’; ‘…bland incoherence — a self-contradictory absurdity — a moral ground to give up reading and remembering…’, .",1
1008,"Whatever gave Francis, or whoever it was, the idea that Art $ Language had anything to do with the Situationists?",1
1009,On what basis is this reference made?,1
1010,"There is no evidence of SI influence in their work, which has quite different intellectual roots, and the article itself leaves no doubt as to the extent of their disapprobation.",1
1011,"Furthermore, the inclusion of three early works by the group in the exhibition (dating from the late sixties) reveals a make believe idea about an A $ L/SI connection.",1
1012,There was no such connection.,1
1013,"As late as 1970 members of A $ L, to my knowledge, had never heard of Debord, and if they had were not the least bit interested.",1
1014,The arbitrary inclusion of artworks in the exhibition is further evidence of a curatorial effort to construct a narrative of ‘situationism’.,1
1015,"The case for Merz, Pistoletto and Buren may be different, but it is not unreasonable to expect a rationale for the proclaimed indebtedness of Arte Povera and Conceptual Art to the Situationists.",1
1016,Nowhere in these publications are these connections argued for: they are merely dogmatically asserted.,1
1017,"Given the withering contempt expressed by the Situationists for ‘prositus’, one shudders to think what Debord .",1
1018,are going to make of the ‘quasi-situationists’ discovered in America by Elisabeth Sussmann.,1
1019,"On the basis of her understanding, it appears that any artist in the USA who uses the conventions of the mass media in such a way as to produce a critique of the media (and I can think of a good many) is veritably a ‘quasi-situationist’.",1
1020,"The desire to create a pseudo-history of the movement's afterlife may be good for business, and may have provided extra material for the book (I refer to the Boston text, see pp. 10–13) but it is not the purer aims of the Situationists outlined elsewhere in these and other texts.",1
1021,The second critical comment I came across in the Scrapbook was George Steiner's statement from the in 1967.,1
1022,"Steiner accepted that the Situationists had identified and accurately described the emptiness of everyday life and even accepts their pleas for subversion, but was very sour about what he described as the ‘depressingly banal’ prescriptions of Debord and the ‘turgid creed’of Vaneigem.",1
1023,"Christopher Gray, one of the small number of English members of the SI, is the third commentator I found to be not entirely sympathetic.",1
1024,His comments come from an anthology of Situationist writings he edited in 1974.,1
1025,Gray's comments evoke a kind of mystical disenchantment with the movement  which he found to be too focused on an intellectual critique of society.,1
1026,"‘There was’, he complains, ‘no concern whatever with either emotions or the body.",1
1027,The SI thought you just had to show how the nightmare worked and everyone would wake up.,1
1028,Their quest was for the perfect formula.',1
1029,The history of the SI is in some ways a struggle for recognition (despite Debord's evasions) sustained by a radically negative critique which ultimately failed to find a middle way between Hegelian metaphysics and the dynamics of political organisation in the pursuit of its utopian objectives.,1
1030,The declamatory style of writing (which now seems dated) too often obscured the probity of the Situationist's critique of the alienating and manipulative effects of late capitalism and its creation of pseudo-needs.,1
1031,The movement's critique proclaimed a uniqueness and originality for its discoveries to which it was never entitled and which served only to reinforce the self-deluding image of its own power and influence in the world.,1
1032,Anti-authoritarian leftism and the critique of bureaucratic socialism had been well established before the foundation of the SI in 1957.,1
1033,The rejection of trade unionism was a common demand amongst anarchists and libertarian socialists.,1
1034,At the end of her life Rosa Luxembourg called for the abolishment of trade unions and promoted the view that workers' councils were essential organisations in the establishment of socialism.,1
1035,More generally the idea of the inseparability of cultural and political revolution has a long history within the libertarian tradition with its roots in revolutionary Romanticism.,1
1036,"The more direct inspiration for the Situationists was the Dada-Lettrist connection which provided the aesthetic and political basis for their adoption of non-cognitive methods of expression (automatism, chance and other depersonalising techniques of production) and also led to the definition of some key terms in their vocabulary.",1
1037,The critique of scientific socialism and economism has a major place in Marxist debate in the twentieth century.,1
1038,"The Situationists, contribution to this was negligible.",1
1039,"The Frankfurt School's Marxian approach to cultural criticism, and production and the social effects of technology and the culture industries pre-dates the writings of Debord, and yet, despite its relative lack of revolutionary fervour remains a far more wide-ranging and thoroughgoing critique of the field.",1
1040,"The conjunction of passion and knowledge, of libertarianism and planning, of feeling and thought are conventional oppositions in post-Enlightenment thought which have also bedevilled Marxism.",1
1041,The more orthodox theorists in this tradition have preserved this separation along the lines of a Romanticist/Utilitarian split.,1
1042,"Others have sought a reconciliation of the positions that these terms represent, and there is an abundance of literature which examines this relationship in advance of the Situationists.",1
1043,"If the Situationist project is flawed, as I believe it is, it is not because antecedent theories of libertarians, Marxists and Council Communists are ignored by them, but rather because they lacked the will to build on this tradition a systematic utopianism consisting of critique and plausible projections into the future.",1
1044,"Like the Surrealists before them, their transcendence of alienation remains abstractly utopian.",1
1045,"Despite revolutionary zeal, or perhaps it, they sought immediate compensations for the miseries of daily life, and spontaneous methods of attack which they mistook for political strategy.",1
1046,The Situationists' strategy consisted of an exploratory utopianism — a kind of heuristic projection of a future society.,1
1047,"Raymond Williams has remarked that the danger of the heuristic utopia is that it ‘can settle into isolated and sentimental desire, a means of living with alienation’.",1
1048,Another Surrealist inheritance which distances Situationists from the more radical utopians is their blanket condemnation of work.,1
1049,‘Never work!’ announced the Surrealists.,1
1050,It is an amusing quip (especially for those with private means) and makes joyful and nonsensical graffiti.,1
1051,But what does it mean?,1
1052,"Obviously it is an incitement to refusal, and an indictment of alienated labour.",1
1053,"The refusal is as understandable as it is naive, but seems to constitute at the same time what amounts to an abnegation of intellectual curiosity about human needs.",1
1054,Its political inflexion contests the middle-class work ethic which is the main purpose of its message.,1
1055,"The aristocracy, for its part, has never needed to be convinced of the importance of not working.",1
1056,"For other theorists William Morris, the concept of work is not considered negatively.",1
1057,Indeed; for Morris and other Marxists the nature of work necessarily changes in the process of social transformation.,1
1058,Marx defined labour as ‘human sensuous activity’.,1
1059,Lukács claimed that labour became the model for any social practice.,1
1060,The plea for an understanding of ‘totality’ in Situationist writing derives from Lukács and Marx whose critique of ‘separation’is directed exactly at the work/leisure distinction.,1
1061,"Asger Jorn's interest in folk cultures and tribal societies which lacked a notion of ‘art’ as a distinct intellectual practice separated from the common culture, was based on an understanding of the extent to which the spheres of art and work have become conflicting practices within bourgeois relations of production.",1
1062,Despite this the common tendency in SI writing on most forms of directed or purposeful activity (agitation or ‘destructive creativity') is negative.,1
1063,The aristocratic disdain for manual labour has its counterpart in the Situationist’ attitude to the working class considered as the moronised victims of the spectacle.,1
1064,In contrast the Situationists' notion of pleasure is a negation of work in almost every sense of the word — a kind of involuntary idleness in the land of Cockaigne.,1
1065,Their notion of pleasure is indistinguishable from a sixties Zeitgeist.,1
1066,"Its meaning is inadequately theorised and remains largely at the  level of common sense, a crude alternative to the repressive order of work.",1
1067,Situationist texts are widely available (and with these publications adding to the list) it is ironic that they seem less crucial than they once did.,1
1068,"Their appeal in the past was partly attributable to the popular texture of some aspects of the writing, its accessibility and its festive and irreverent politics.",1
1069,"These writings appealed essentially to a generation of students bored with academic life and attracted by the street credibility of the Situationists, and often provided students with the dubious pleasure of being flattered and insulted at the same time.",1
1070,The Situationist lifestyle (it could be imagined) had some influence on the hippy sub-culture in the late sixties and punk ideology in the seventies in Britain.,1
1071,"Situationist influence was more menacingly felt in France especially in the universities, although it has to be said that their influence upon the events of May 1968 has been exaggerated.",1
1072,", however, the legacy of the movement remained less obviously political, and restricted in its appeal to fairly specific audiences in the cultural milieu and especially the visual arts.",1
1073,"Indeed, the extent to which the Situationist influence has flourished in the spheres of art and popular culture is noteworthy and contrasts with the absence of the movement's influence in other domains.",1
1074,"The uneven profile of the Situationist group and its existential fragmentation together with the eclectic and impromptu formal character of the artefacts they produced, as I have suggested above, make it an ideal type for the postmodernist critic.",1
1075,"The Situationists' rejection of the classical model of left-wing monumentalism, and their apparent lack of commitment to the historical overview or the grand narrative is consistent with postmodernism.",1
1076,"Moreover, the freedom with which they juxtapose theory and humour, and plagiarise for artistic effect suggests strong affinity with the postmodern.",1
1077,The decline of the meta-narrative aphoristic models of philosophical expression (following Feuerbach and Nietzche) has been the favoured form of the Situationists.,1
1078,The fact that Baudrillard's name has been linked with the Situationists should not be held against them.,1
1079,"Nevertheless, the de-Marxisation of their project by him and the ‘death of the social’ which he has announced should alert us to the doubts raised by Raymond Williams on the issue of certain types of Utopianism.",1
1080,"The concept of the spectacle is an effective term which now has a wide currency, but perhaps only in a sense which approximates its use by the Situationists.",1
1081,"The historical period which has seen its political devaluation is one in which political optimism has become unfashionable, which perhaps is one way of explaining the retrospective or merely historicist character of the Situationist exhibition, and the books I have reviewed.",1
1082,"We have seen a shift from the utopianism of the 1960s to a culture of nostalgia and, as with the more dystopian elements in postmodernism, the exhibition and the books which accompany it look backward in a search for appearances they were compensatory fantasies substituting for a forgotten dream.",1
1,HOMICIDE,2
2,This chapter deals with the approach of the criminal law to behaviour which causes or risks causing death.,2
3,"Murder, manslaughter, and several other offences are discussed, and one recurrent issue here is whether English law responds proportionately to the different degrees of culpability manifested in cases where death is caused.",2
4,7.1 DEATH AND FINALITY,2
5,"For practical purposes, the culpable causing of another person's death may fairly be regarded as the most serious offence in the criminal calendar.",2
6,"There is an argument that treason is a more serious offence, since it strikes at the very foundations of the State and its social organizations, but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime.",2
7,"The reason for this is not difficult to find: the harm caused by many other crimes is remediable to a degree, whereas the harm caused by homicide is absolutely irremediable.",2
8,"Even in crimes of violence which leave some permanent physical disfigurement or psychological effects, the victim retains his or her life and, therefore, the possibility of further pleasures and achievements, whereas death is final.",2
9,"This finality makes it proper to regard death as the most serious harm that may be inflicted on another, and to regard a person who chooses to inflict that harm as the most culpable of offenders, in the absence of some excuse or justification.",2
10,"Although many deaths arise from natural causes, and many others from illnesses and diseases, each year sees a large number of deaths caused by ‘accidents’, and also a number caused by acts or omissions which amount to some form of homicide in English law.",2
11,"For 1987 the statistics show that there were some 20,000 accidental deaths, of which some 7,000 occurred in the home, 6,000 at work, and 5,000 on the roads.",2
12,"By comparison, the number of deaths recorded as criminal homicide was 600, which includes all the  murders and manslaughters.",2
13,"This figure is relatively small when compared with many American cities, but that is no cause for satisfaction.",2
14,There are still awkward questions to be confronted.,2
15,", are we satisfied that the 600 deaths recorded as homicide are in fact more culpable than all, or even most, of the deaths recorded as accidents?",2
16,"In other words, does English criminal law pick out the most heinous forms of killing as murders and manslaughters, or are the boundaries frozen by tradition?",2
17,Another question is whether the criminal law ought not to be wider in its application to activities which carry some risk of causing death than in other spheres.,2
18,"Thus, it would be excessive to sweep large numbers of the deaths now recorded as ‘accidents’ into the law of homicide, there may be sufficient justification for creating or enforcing offences designed to ensure safe conditions of work, safe goods, safe buildings, .",2
19,It was argued in Chapter 2 that the criminal law ought to spread its net wider where the potential harm is greater.,2
20,"It will be seen that English law does this a point, and in the process seems to accept social-defence arguments as reasons for departing from several of the principles set out in Chapter 3.",2
21,7.2 REQUIREMENTS OF CRIMINAL HOMICIDE,2
22,"English law distinguishes between the offences of murder and manslaughter, as we shall see, but the two crimes do have certain common elements.",2
23,It must be proved that the defendant's act or omission caused the death of the victim within a year and a day.,2
24,(The requirements of causation in the criminal law are discussed elsewhere.),2
25,"The ‘year and a day’ rule is a legacy of times when medical science was so rudimentary that, if there was a substantial lapse of time between injury and death, it was unsafe to pronounce on whether the defendant's conduct or some other event caused the death.",2
26,"Nowadays the problem is quite the reverse: medical science is generally able to determine whether D's conduct caused the death, and innovations life-support machines mean that life can be prolonged for months and years in some instances.",2
27,"In one recent case the victim of a stabbing died two and a half years after  the incident, having been kept on a life-support machine for almost the entire time.",2
28,"In principle, it seems unjust that a homicide conviction should not be possible in such a case, if all the other elements can be established and only the ‘year and a day’ rule stands in the way.",2
29,"But the rule was confirmed by the Criminal Law Revision Committee in 1980, on the ground that a defendant should not be left in peril of a homicide conviction indefinitely.",2
30,Surely prosecutorial discretion should be enough to prevent unfair convictions years after the event.,2
31,The rule itself is accord with modern medical conditions and should be abolished.,2
32,DEFINING MURDER: THE INCLUSIONARY QUESTION,2
33,(a) The Procedural Context,2
34,"If causing death is to be regarded as the most serious harm that can be inflicted, it would seem to follow that the most blameworthy form of homicide should result in the highest sentences imposed by the courts.",2
35,"Indeed, many systems of criminal law impose a mandatory sentence for murder (or whatever the highest form of homicide is called in that system).",2
36,In some jurisdictions this is a mandatory sentence of death.,2
37,"In others, those in the United Kingdom, it is the mandatory sentence of life imprisonment.",2
38,"Why should this penalty be mandatory, and not at the discretion of the court as in other offences?",2
39,One argument the mandatory sentence of life imprisonment is that it amounts to a symbolic indication of the unique heinousness of murder.,2
40,"It places the offender under the State's control, , for the remainder of his or her life.",2
41,"This is often linked with a supposed denunciatory effect — the idea that the mandatory life sentence denounces murder as emphatically as possible — and with a supposed general deterrent effect, in declaring that there is no mitigation of sentence available for this crime.",2
42,It might also be argued that the mandatory life sentence makes a substantial contribution to public safety.,2
43,"None of these arguments is notably strong, conclusive.",2
44,"The mandatory penalty does indeed serve to mark out murder from other crimes, but whether the definition of murder is  sufficiently refined to capture the worst killings, and only the worst killings, remains to be discussed below.",2
45,"Whether the life sentence is regarded as a sufficient denunciation in society depends on the public's perception of what life imprisonment means: if it is widely believed that it results in an average of nine years' imprisonment, the effect will be somewhat blunted.",2
46,"The same applies to the general deterrent argument: its effectiveness depends on whether the penalty for murder affects the calculations of potential killers , and, if it does, whether life imprisonment is seen as significantly more or less severe than the alternative of a long, fixed-term sentence.",2
47,"public protection, this depends on executive decisions release; it fails to take into account whether it is necessary for public protection to keep ‘lifers’ in for so long.",2
48,"This brings the discussion to a crucial point: what does the sentence of life imprisonment mean in practice, and what would be the alternative?",2
49,"What it means is that the time of release from prison is determined by the Home Secretary, on the advice of the Parole Board and the Lord Chief Justice, by the judge at the trial.",2
50,"In procedural terms, therefore, the life sentence involves a transfer of function: normally it is the judge who determines the sentence (or its upper limit, since earlier release on parole may be possible), whereas a life sentence entrusts that function to the executive, who must first ascertain the opinions of the Lord Chief Justice and the trial judge.",2
51,"The Home Office is not bound by those opinions, and appears to depart from them frequently.",2
52,"In 1983 the Home Secretary imposed restrictions on the release of persons serving life for murders of police- and prison-officers, terrorist killings, murder during robbery, and the sadistic or sexual murder of young children, fixing a minimum of twenty years' imprisonment for these offenders.",2
